method	path	controller	authentication	tenant_scope_evidence	authorization_evidence	mapping_conditions	deprecated	version	owner	usage	eol
GET	/api/account/connections/capture	ooo.klae.connex.backend.controllers.ProviderCaptureController#overview	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ProviderCapturePolicyService#getCurrentOverview:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/account/connections/native/helper	ooo.klae.connex.backend.controllers.NativeConnectController#helper	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	NativeConnectService#helperScript:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[text/plain]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/account/connections/native/{provider}/pairing	ooo.klae.connex.backend.controllers.NativeConnectController#pairingStatus	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	NativeConnectService#pairingStatus:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/account/connections/{provider}/reviews	ooo.klae.connex.backend.controllers.ProviderCaptureController#reviews	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ProviderCaptureReviewService#page:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/activities	ooo.klae.connex.backend.controllers.ActivityController#getActivities	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ActivityService#getActivitiesByCreatedById:domain authorization; ActivityService#getActivitiesByDealId:domain authorization; ActivityService#getActivitiesByPersonId:domain authorization; ActivityService#getActivitiesPage:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/activities/leaderboard	ooo.klae.connex.backend.controllers.ActivityController#getTeamLeaderboard	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ActivityService#getTeamLeaderboard:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/activities/page	ooo.klae.connex.backend.controllers.ActivityController#getActivitiesPage	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ActivityService#countActivities:domain authorization; ActivityService#getActivitiesPage:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/activities/upcoming-count	ooo.klae.connex.backend.controllers.ActivityController#getUpcomingCount	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ActivityService#getUpcomingCount:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/activities/volume	ooo.klae.connex.backend.controllers.ActivityController#getActivityVolume	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ActivityService#getActivityVolume:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/activities/{id}	ooo.klae.connex.backend.controllers.ActivityController#getActivityById	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ActivityService#getActivityById:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/assistant/brief-schedule	ooo.klae.connex.backend.controllers.AiAssistantProactiveController#briefSchedule	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiBriefScheduleService#get:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/assistant/command-center	ooo.klae.connex.backend.controllers.AiAssistantProactiveController#commandCenter	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiCommandCenterService#get:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/assistant/sessions	ooo.klae.connex.backend.controllers.AiAssistantController#page	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantService#page:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/assistant/sessions/invitations	ooo.klae.connex.backend.controllers.AiAssistantController#invitations	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantService#pageInvitations:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/assistant/sessions/{id:\d+}	ooo.klae.connex.backend.controllers.AiAssistantController#get	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantService#get:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/assistant/sessions/{id:\d+}/attachments	ooo.klae.connex.backend.controllers.AiAssistantController#listAttachments	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiChatAttachmentService#list:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/assistant/sessions/{id:\d+}/participants	ooo.klae.connex.backend.controllers.AiAssistantController#participants	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantService#participants:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/assistant/sessions/{id:\d+}/presence	ooo.klae.connex.backend.controllers.AiAssistantController#presence	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantService#presence:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/assistant/sessions/{sessionId:\d+}/tool-calls	ooo.klae.connex.backend.controllers.AiAssistantController#listToolCalls	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantToolCallReadService#list:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/assistant/sessions/{sessionId:\d+}/tool-calls/{toolCallId:\d+}	ooo.klae.connex.backend.controllers.AiAssistantController#getToolCall	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantToolCallReadService#get:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/assistant/sessions/{sessionId:\d+}/turns/{turnId:\d+}	ooo.klae.connex.backend.controllers.AiAssistantController#getTurn	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiAssistantTurnService#get:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/assistant/skills	ooo.klae.connex.backend.controllers.AiAssistantSkillController#list	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiSkillDirectoryService#list:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/assistant/watches	ooo.klae.connex.backend.controllers.AiAssistantProactiveController#watches	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiWatchService#list:AI_USE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/budget	ooo.klae.connex.backend.controllers.AiOrganizationBudgetController#get	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiOrganizationBudgetService#getForWorkspace:domain authorization; AuthService#getCurrentUser:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/generations/{handle}	ooo.klae.connex.backend.controllers.AiGenerationController#status	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiGenerationService#status:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/governance	ooo.klae.connex.backend.controllers.AiWorkspaceGovernanceController#get	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiWorkspaceGovernanceService#getForWorkspace:domain authorization; AuthService#getCurrentUser:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
GET	/api/ai/provider	ooo.klae.connex.backend.controllers.AiProviderConfigController#get	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiProviderConfigService#getForWorkspace:domain authorization; AuthService#getCurrentUser:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
